valence,arousal
0.188,0.502
0.136,0.519
0.116,0.522
0.128,0.519
0.134,0.525
0.224,0.529
0.067,0.515
0.043,0.500
0.073,0.498
0.116,0.514
0.110,0.493
0.144,0.503
0.087,0.465
0.104,0.482
0.055,0.469
0.052,0.479
-0.008,0.477
0.054,0.468
0.041,0.488
0.137,0.508
0.053,0.497
-0.033,0.478
0.018,0.487
-0.006,0.494
-0.003,0.502
-0.005,0.529
-0.075,0.495
-0.079,0.505
-0.087,0.506
-0.059,0.501
-0.030,0.511
0.009,0.520
-0.026,0.504
-0.075,0.476
-0.010,0.519
-0.042,0.532
-0.001,0.484
-0.022,0.490
-0.045,0.437
0.025,0.476
-0.074,0.473
-0.050,0.459
-0.104,0.457
-0.044,0.452
-0.053,0.456
-0.065,0.451
-0.063,0.479
-0.069,0.519
-0.032,0.460
-0.026,0.473
-0.037,0.471
-0.053,0.450
-0.036,0.482
0.112,0.471
0.087,0.479
0.078,0.492
0.006,0.477
-0.025,0.424
0.008,0.488
0.019,0.471
0.007,0.460
0.006,0.471
-0.018,0.489
-0.016,0.449
-0.079,0.500
-0.064,0.497
-0.023,0.484
-0.001,0.492
0.030,0.479
-0.054,0.433
0.005,0.499
0.011,0.485
0.058,0.465
0.083,0.481
0.070,0.522
0.011,0.484
0.058,0.531
0.120,0.522
0.144,0.515
0.096,0.530
0.108,0.517
0.070,0.494
0.156,0.576
0.145,0.543
0.125,0.584
0.123,0.605
0.101,0.569
0.170,0.566
0.132,0.616
0.137,0.618
0.208,0.620
0.249,0.649
0.192,0.642
0.170,0.646
0.108,0.679
0.144,0.653
0.194,0.662
0.167,0.662
0.141,0.635
0.074,0.624
0.142,0.654
0.194,0.643
0.218,0.588
0.149,0.595
0.120,0.573
0.111,0.548
0.190,0.584
0.164,0.573
0.136,0.546
0.167,0.537
0.058,0.563
0.085,0.559
0.158,0.596
0.125,0.596
0.176,0.568
0.191,0.556
0.186,0.585
0.190,0.590
0.170,0.600
0.204,0.593
0.224,0.583
0.202,0.564
0.192,0.629
0.125,0.601
0.154,0.616
0.203,0.620
0.284,0.673
0.255,0.674
0.260,0.702
0.260,0.689
0.256,0.714
0.245,0.700
0.283,0.734
0.244,0.721
0.333,0.738
0.315,0.717
0.286,0.723
0.306,0.726
0.324,0.718
0.310,0.722
0.360,0.704
0.320,0.717
0.200,0.677
0.269,0.672
0.245,0.640
0.275,0.651
0.261,0.650
0.224,0.638
0.116,0.591
0.171,0.566
0.216,0.604
0.200,0.619
0.203,0.619
0.216,0.610
0.132,0.591
0.136,0.557
0.210,0.621
0.224,0.625
0.264,0.617
0.192,0.602
0.155,0.629
0.131,0.607
0.178,0.622
0.161,0.612
0.230,0.591
0.166,0.598
0.086,0.588
0.098,0.547
0.179,0.583
0.181,0.584
0.183,0.630
0.136,0.613
0.074,0.620
0.106,0.581
0.129,0.565
0.143,0.578
0.148,0.598
0.161,0.603
0.066,0.590
0.122,0.556
0.089,0.530
0.061,0.522
0.111,0.521
0.183,0.533
0.071,0.479
0.085,0.449
0.067,0.417
0.065,0.429
0.041,0.411
0.075,0.449
0.005,0.475
0.098,0.482
0.032,0.376
0.065,0.388
0.010,0.373
0.038,0.420
0.006,0.441
0.043,0.408
0.021,0.404
0.029,0.437
0.037,0.445
0.060,0.466
0.033,0.500
0.070,0.436
0.028,0.419
0.008,0.447
0.126,0.464
0.118,0.479
0.097,0.505
0.066,0.428
-0.004,0.399
0.007,0.417
0.074,0.419
0.130,0.440
0.061,0.479
0.077,0.442
0.042,0.398
0.050,0.415
0.061,0.388
0.060,0.437
0.028,0.472
0.079,0.414
0.082,0.418
0.066,0.453
0.065,0.413
0.098,0.428
0.022,0.431
0.118,0.419
0.043,0.431
0.017,0.468
0.087,0.435
0.120,0.441
0.096,0.449
0.068,0.402
0.036,0.449
0.014,0.469
-0.008,0.424
0.063,0.458
-0.053,0.461
-0.025,0.419
0.018,0.441
-0.009,0.459
-0.027,0.425
-0.033,0.447
-0.072,0.465
-0.042,0.422
-0.082,0.439
-0.132,0.485
-0.050,0.445
0.034,0.496
-0.089,0.474
-0.049,0.441
-0.076,0.442
-0.119,0.458
-0.019,0.412
0.013,0.442
-0.031,0.460
-0.197,0.377
-0.227,0.426
-0.206,0.418
-0.147,0.395
-0.076,0.418
-0.157,0.421
-0.241,0.387
-0.268,0.384
-0.226,0.394
-0.234,0.383
-0.236,0.405
-0.266,0.407
-0.358,0.361
-0.326,0.375
-0.332,0.384
-0.340,0.395
-0.292,0.423
-0.353,0.399
-0.364,0.382
-0.331,0.388
-0.329,0.386
-0.344,0.376
-0.291,0.377
-0.319,0.392
-0.361,0.335
-0.356,0.371
-0.375,0.311
-0.342,0.300
-0.340,0.343
-0.375,0.325
-0.382,0.316
-0.369,0.336
-0.380,0.313
-0.310,0.316
-0.342,0.345
-0.344,0.383
-0.404,0.317
-0.422,0.307
-0.405,0.304
-0.386,0.280
-0.405,0.345
-0.415,0.330
-0.393,0.290
-0.379,0.258
-0.371,0.234
-0.361,0.211
-0.397,0.242
-0.395,0.267
-0.390,0.232
-0.391,0.259
-0.378,0.247
-0.370,0.200
-0.379,0.250
-0.388,0.266
-0.384,0.245
-0.386,0.243
-0.371,0.259
-0.374,0.231
-0.384,0.261
-0.385,0.295
-0.381,0.253
-0.382,0.261
-0.384,0.289
-0.373,0.260
-0.375,0.321
-0.392,0.300
-0.372,0.299
-0.375,0.278
-0.389,0.276
-0.357,0.254
-0.380,0.299
-0.385,0.343
-0.381,0.296
-0.368,0.308
-0.367,0.291
-0.398,0.252
-0.386,0.319
-0.406,0.307
-0.401,0.301
-0.396,0.319
-0.400,0.329
-0.408,0.295
-0.416,0.322
-0.420,0.336
-0.421,0.277
-0.425,0.310
-0.400,0.307
-0.382,0.249
-0.375,0.301
-0.393,0.297
-0.389,0.262
-0.373,0.289
-0.369,0.284
-0.355,0.235
-0.366,0.270
-0.380,0.298
-0.389,0.231
-0.388,0.265
-0.409,0.256
-0.397,0.225
-0.393,0.284
-0.415,0.284
-0.398,0.243
-0.407,0.261
-0.418,0.248
-0.394,0.224
-0.389,0.256
-0.427,0.315
-0.434,0.277
-0.441,0.289
-0.441,0.272
-0.409,0.228
-0.418,0.260
-0.427,0.276
-0.440,0.250
-0.434,0.246
-0.447,0.267
-0.415,0.244
-0.434,0.261
-0.451,0.305
-0.438,0.254
-0.445,0.290
-0.457,0.284
-0.438,0.262
-0.446,0.269
-0.436,0.256
-0.436,0.257
-0.439,0.260
-0.437,0.277
-0.444,0.265
-0.421,0.280
-0.436,0.309
-0.456,0.282
-0.452,0.291
-0.441,0.307
-0.438,0.269
-0.437,0.329
-0.463,0.327
-0.494,0.308
-0.442,0.291
-0.457,0.300
-0.470,0.270
-0.477,0.314
-0.533,0.357
-0.498,0.304
-0.490,0.320
-0.479,0.307
-0.523,0.318
-0.507,0.352
-0.523,0.353
-0.529,0.339
-0.504,0.345
-0.497,0.333
-0.508,0.328
-0.502,0.330
-0.521,0.364
-0.551,0.349
-0.538,0.379
-0.524,0.363
-0.530,0.352
-0.524,0.373
-0.539,0.365
-0.564,0.342
-0.532,0.341
-0.515,0.351
-0.548,0.343
-0.534,0.358
-0.564,0.382
-0.547,0.350
-0.530,0.377
-0.509,0.336
-0.551,0.352
-0.502,0.371
-0.520,0.376
-0.522,0.359
-0.496,0.367
-0.494,0.365
-0.504,0.359
-0.478,0.367
-0.496,0.372
-0.528,0.373
-0.511,0.391
-0.489,0.367
-0.493,0.343
-0.483,0.382
-0.502,0.399
-0.537,0.398
-0.496,0.390
-0.481,0.386
-0.481,0.357
-0.503,0.382
-0.499,0.401
-0.526,0.370
-0.490,0.382
-0.478,0.362
-0.509,0.343
-0.487,0.353
-0.510,0.378
-0.511,0.333
-0.482,0.354
-0.471,0.362
-0.473,0.341
-0.460,0.354
-0.461,0.371
-0.498,0.340
-0.460,0.376
-0.434,0.373
-0.463,0.350
-0.440,0.379
-0.461,0.381
-0.480,0.356
-0.468,0.368
-0.451,0.382
-0.428,0.356
-0.447,0.373
-0.448,0.393
-0.495,0.363
-0.463,0.382
-0.445,0.379
-0.458,0.362
-0.463,0.361
-0.437,0.371
-0.480,0.340
-0.450,0.361
-0.460,0.365
-0.456,0.343
-0.445,0.352
-0.428,0.345
-0.466,0.357
-0.437,0.360
-0.428,0.360
-0.451,0.336
-0.435,0.341
-0.432,0.342
-0.465,0.336
-0.433,0.341
-0.438,0.346
-0.456,0.319
-0.460,0.335
-0.439,0.340
-0.473,0.317
-0.437,0.347
-0.441,0.335
-0.475,0.341
-0.469,0.321
-0.450,0.342
-0.466,0.311
-0.450,0.334
-0.441,0.322
-0.474,0.311
-0.453,0.312
-0.430,0.330
-0.472,0.296
-0.453,0.328
-0.430,0.322
-0.471,0.317
-0.452,0.309
-0.430,0.315
-0.479,0.308
-0.434,0.311
-0.424,0.304
-0.436,0.297
-0.429,0.315
-0.424,0.321
-0.468,0.319
-0.427,0.323
-0.422,0.319
-0.439,0.319
-0.412,0.302
-0.419,0.317
-0.453,0.310
-0.418,0.315
-0.421,0.320
-0.446,0.323
-0.428,0.325
-0.412,0.319
-0.469,0.330
-0.428,0.322
-0.436,0.305
-0.454,0.316
-0.429,0.317
-0.416,0.317
-0.473,0.317
-0.425,0.319
-0.421,0.314
-0.433,0.306
-0.448,0.323
-0.425,0.318
-0.464,0.322
-0.434,0.336
-0.414,0.314
-0.431,0.328
-0.412,0.317
-0.423,0.316
-0.444,0.323
-0.421,0.328
-0.420,0.328
-0.425,0.322
-0.410,0.313
-0.408,0.320
-0.432,0.325
-0.422,0.322
-0.414,0.321
-0.429,0.340
-0.414,0.350
-0.419,0.346
-0.459,0.348
-0.414,0.346
-0.422,0.351
-0.416,0.331
-0.439,0.352
-0.447,0.352
-0.459,0.346
-0.415,0.345
-0.405,0.335
-0.453,0.340
-0.423,0.321
-0.433,0.325
-0.461,0.314
-0.414,0.329
-0.409,0.325
-0.442,0.327
-0.428,0.329
-0.436,0.326
-0.456,0.319
-0.430,0.331
-0.426,0.300
-0.451,0.321
-0.415,0.338
-0.456,0.346
-0.440,0.324
-0.409,0.325
-0.406,0.329
-0.463,0.338
-0.452,0.372
-0.492,0.372
-0.479,0.341
-0.443,0.342
-0.466,0.338
-0.471,0.350
-0.470,0.360
-0.485,0.373
-0.485,0.354
-0.470,0.357
-0.480,0.339
-0.458,0.343
-0.470,0.349
-0.477,0.353
-0.480,0.333
-0.471,0.333
-0.480,0.318
-0.467,0.356
-0.478,0.358
-0.503,0.364
-0.485,0.338
-0.459,0.330
-0.462,0.323
-0.459,0.334
-0.446,0.332
-0.456,0.329
-0.445,0.333
-0.419,0.335
-0.442,0.319
-0.455,0.320
-0.446,0.315
-0.447,0.313
-0.441,0.302
-0.420,0.306
-0.451,0.287
-0.443,0.294
-0.444,0.307
-0.450,0.315
-0.457,0.304
-0.451,0.298
-0.472,0.280
-0.451,0.288
-0.454,0.297
-0.454,0.294
-0.473,0.285
-0.452,0.290
-0.463,0.291
-0.466,0.284
-0.455,0.289
-0.471,0.288
-0.471,0.286
-0.471,0.284
-0.482,0.272
-0.485,0.284
-0.479,0.264
-0.477,0.274
-0.474,0.286
-0.478,0.294
-0.486,0.283
-0.457,0.281
-0.464,0.283
-0.459,0.302
-0.446,0.290
-0.468,0.299
-0.467,0.300
-0.468,0.309
-0.453,0.301
-0.449,0.284
-0.453,0.297
-0.438,0.314
-0.454,0.305
-0.437,0.307
-0.434,0.289
-0.440,0.290
-0.457,0.290
-0.447,0.325
-0.448,0.297
-0.450,0.312
-0.434,0.301
-0.427,0.272
-0.444,0.275
-0.416,0.313
-0.424,0.292
-0.418,0.303
-0.430,0.303
-0.415,0.281
-0.416,0.292
-0.419,0.314
-0.395,0.288
-0.396,0.314
-0.426,0.299
-0.405,0.262
-0.424,0.284
-0.425,0.322
-0.431,0.297
-0.410,0.321
-0.431,0.295
-0.418,0.275
-0.420,0.292
-0.426,0.307
-0.424,0.294
-0.422,0.319
-0.442,0.290
-0.398,0.281
-0.430,0.294
-0.419,0.316
-0.432,0.308
-0.412,0.300
-0.433,0.305
-0.401,0.300
-0.413,0.304
-0.427,0.313
-0.435,0.307
-0.430,0.310
-0.437,0.305
-0.427,0.293
-0.431,0.310
-0.413,0.297
-0.428,0.293
-0.418,0.330
-0.432,0.330
-0.431,0.314
-0.420,0.315
-0.420,0.312
-0.434,0.318
-0.413,0.332
-0.440,0.328
-0.404,0.293
-0.440,0.313
-0.448,0.317
-0.448,0.318
-0.435,0.323
-0.436,0.333
-0.435,0.323
-0.439,0.317
-0.463,0.305
-0.463,0.312
-0.431,0.318
-0.466,0.329
-0.449,0.316
-0.466,0.333
-0.484,0.319
-0.485,0.342
-0.457,0.329
-0.482,0.335
-0.488,0.317
-0.454,0.306
-0.486,0.319
-0.468,0.355
-0.435,0.328
-0.478,0.347
-0.484,0.304
-0.463,0.338
-0.507,0.329
-0.503,0.336
-0.454,0.309
-0.495,0.348
-0.481,0.319
-0.468,0.325
-0.495,0.320
-0.495,0.333
-0.489,0.302
-0.498,0.347
-0.471,0.291
-0.479,0.315
-0.495,0.315
-0.494,0.334
-0.477,0.300
-0.493,0.343
-0.475,0.314
-0.461,0.320
-0.491,0.315
-0.474,0.334
-0.454,0.309
-0.489,0.340
-0.454,0.296
-0.462,0.322
-0.496,0.310
-0.499,0.340
-0.487,0.318
-0.514,0.338
-0.484,0.312
-0.460,0.327
-0.510,0.310
-0.499,0.331
-0.483,0.310
-0.509,0.342
-0.464,0.311
-0.460,0.327
-0.519,0.324
-0.504,0.338
-0.495,0.299
-0.509,0.337
-0.486,0.324
-0.466,0.316
-0.499,0.316
-0.490,0.336
-0.478,0.307
-0.511,0.333
-0.463,0.309
-0.476,0.331
-0.499,0.332
-0.493,0.328
-0.482,0.313
-0.492,0.345
-0.463,0.318
-0.450,0.314
-0.482,0.333
-0.486,0.322
-0.468,0.339
-0.479,0.342
-0.441,0.326
-0.454,0.320
-0.472,0.347
-0.456,0.344
-0.460,0.363
-0.465,0.369
-0.466,0.353
-0.459,0.341
-0.477,0.370
-0.460,0.362
-0.465,0.384
-0.493,0.377
-0.447,0.330
-0.448,0.339
-0.508,0.396
-0.489,0.386
-0.502,0.397
-0.511,0.411
-0.458,0.366
-0.452,0.358
-0.537,0.417
-0.491,0.372
-0.460,0.395
-0.498,0.403
-0.471,0.364
-0.490,0.368
-0.520,0.394
-0.474,0.372
-0.481,0.397
-0.529,0.426
-0.487,0.359
-0.466,0.337
-0.490,0.413
-0.462,0.377
-0.455,0.406
-0.466,0.418
-0.422,0.360
-0.430,0.361
-0.474,0.420
-0.468,0.395
-0.435,0.380
-0.446,0.393
-0.406,0.356
-0.442,0.353
-0.470,0.421
-0.465,0.373
-0.424,0.379
-0.448,0.395
-0.432,0.348
-0.450,0.360
-0.483,0.381
-0.438,0.362
-0.433,0.340
-0.476,0.380
-0.476,0.346
-0.454,0.352
-0.508,0.375
-0.460,0.344
-0.404,0.335
-0.440,0.337
-0.419,0.306
-0.402,0.324
-0.462,0.355
-0.469,0.353
-0.441,0.334
-0.457,0.340
-0.400,0.309
-0.413,0.317
-0.470,0.346
-0.447,0.337
-0.424,0.335
-0.427,0.350
-0.424,0.327
-0.454,0.353
-0.478,0.352
-0.435,0.336
-0.423,0.356
-0.448,0.377
-0.417,0.350
-0.418,0.364
-0.417,0.361
-0.420,0.352
-0.446,0.368
-0.450,0.385
-0.428,0.373
-0.393,0.398
-0.470,0.374
-0.468,0.382
-0.465,0.361
-0.475,0.385
-0.418,0.347
-0.445,0.383
-0.491,0.385
-0.469,0.380
-0.447,0.381
-0.456,0.385
-0.433,0.357
-0.420,0.387
-0.470,0.384
-0.451,0.368
-0.459,0.369
-0.499,0.397
-0.432,0.379
-0.434,0.395
-0.439,0.383
-0.429,0.380
-0.430,0.395
-0.456,0.382
-0.422,0.349
-0.424,0.355
-0.476,0.359
-0.475,0.365
-0.463,0.366
-0.478,0.361
-0.388,0.330
-0.407,0.360
-0.435,0.372
-0.455,0.360
-0.425,0.349
-0.430,0.350
-0.438,0.353
-0.419,0.367
-0.447,0.391
-0.424,0.351
-0.437,0.369
-0.498,0.375
-0.424,0.379
-0.444,0.381
-0.451,0.396
-0.439,0.388
-0.462,0.426
-0.477,0.418
-0.462,0.402
-0.464,0.396
-0.513,0.447
-0.504,0.420
-0.494,0.439
-0.511,0.424
-0.475,0.424
-0.534,0.431
-0.541,0.459
-0.512,0.441
-0.537,0.474
-0.541,0.480
-0.552,0.494
-0.544,0.484
-0.579,0.485
-0.534,0.464
-0.566,0.504
-0.610,0.529
-0.573,0.546
-0.560,0.516
-0.575,0.517
-0.534,0.498
-0.536,0.514
-0.546,0.535
-0.538,0.515
-0.518,0.511
-0.569,0.544
-0.561,0.545
-0.513,0.565
-0.570,0.541
-0.531,0.575
-0.526,0.571
-0.572,0.575
-0.553,0.563
-0.540,0.590
-0.586,0.619
-0.622,0.650
-0.599,0.646
-0.622,0.658
-0.604,0.653
-0.580,0.679
-0.627,0.702
-0.607,0.688
-0.574,0.657
-0.600,0.672
-0.607,0.676
-0.644,0.738
-0.631,0.751
-0.602,0.728
-0.552,0.709
-0.595,0.748
-0.590,0.739
-0.563,0.773
-0.602,0.796
-0.564,0.750
-0.571,0.741
-0.603,0.784
-0.559,0.775
-0.568,0.797
-0.576,0.801
-0.578,0.793
-0.553,0.792
-0.583,0.812
-0.545,0.801
-0.577,0.832
-0.617,0.842
-0.570,0.825
-0.562,0.819
-0.567,0.839
-0.566,0.837
-0.574,0.853
-0.553,0.852
-0.546,0.836
-0.531,0.833
-0.605,0.851
-0.610,0.849
-0.586,0.865
-0.610,0.866
-0.553,0.833
-0.558,0.846
-0.613,0.854
-0.580,0.845
-0.556,0.855
-0.554,0.854
-0.585,0.843
-0.548,0.852
-0.554,0.855
-0.503,0.839
-0.483,0.848
-0.511,0.851
-0.461,0.828
-0.464,0.819
-0.487,0.831
-0.467,0.833
-0.493,0.823
-0.469,0.790
-0.474,0.782
-0.436,0.778
-0.447,0.765
-0.465,0.777
-0.471,0.748
-0.452,0.728
-0.458,0.709
-0.497,0.734
-0.495,0.703
-0.419,0.694
-0.480,0.680
-0.466,0.661
-0.488,0.655
-0.456,0.669
-0.512,0.672
-0.510,0.657
-0.480,0.634
-0.536,0.645
-0.506,0.670
-0.489,0.658
-0.515,0.651
-0.476,0.665
-0.498,0.702
-0.498,0.685
-0.480,0.694
-0.483,0.708
-0.535,0.744
-0.512,0.753
-0.495,0.774
-0.512,0.763
-0.543,0.774
-0.573,0.788
-0.618,0.806
-0.547,0.809
-0.577,0.805
-0.575,0.790
-0.633,0.801
-0.636,0.822
-0.661,0.810
-0.601,0.807
-0.650,0.805
-0.675,0.803
-0.646,0.778
-0.627,0.772
-0.658,0.734
-0.613,0.748
-0.682,0.793
-0.659,0.794
-0.641,0.772
-0.620,0.774
-0.635,0.790
-0.651,0.815
-0.592,0.835
-0.627,0.829
-0.681,0.848
-0.693,0.840
-0.749,0.874
-0.726,0.892
-0.702,0.899
-0.715,0.892
-0.765,0.892
-0.743,0.895
-0.728,0.892
-0.711,0.901
-0.733,0.906
-0.742,0.907
-0.733,0.915
-0.735,0.909
-0.742,0.901
-0.759,0.914
-0.736,0.902
-0.723,0.899
-0.714,0.891
-0.728,0.893
-0.782,0.891
-0.793,0.906
-0.765,0.881
-0.797,0.886
-0.775,0.890
-0.787,0.878
-0.772,0.862
-0.781,0.874
-0.779,0.878
-0.777,0.882
-0.792,0.859
-0.781,0.856
-0.748,0.813
-0.805,0.836
-0.785,0.833
-0.801,0.840
-0.796,0.838
-0.811,0.827
-0.802,0.817
-0.811,0.820
-0.827,0.839
-0.811,0.821
-0.824,0.834
-0.820,0.816
-0.839,0.824
-0.835,0.820
-0.851,0.814
-0.846,0.823
-0.835,0.836
-0.839,0.796
-0.863,0.840
-0.863,0.836
-0.876,0.834
-0.875,0.846
-0.875,0.835
-0.879,0.821
-0.875,0.807
-0.869,0.814
-0.876,0.807
-0.875,0.815
-0.871,0.800
-0.879,0.783
-0.876,0.770
-0.872,0.772
-0.882,0.787
-0.878,0.789
-0.872,0.764
-0.882,0.762
-0.871,0.759
-0.869,0.776
-0.869,0.773
-0.866,0.763
-0.861,0.762
-0.870,0.756
-0.861,0.758
-0.851,0.749
-0.869,0.756
-0.863,0.743
-0.861,0.762
-0.858,0.756
-0.849,0.742
-0.841,0.735
-0.862,0.768
-0.861,0.770
-0.852,0.772
-0.862,0.752
-0.859,0.747
-0.834,0.726
-0.837,0.745
-0.826,0.734
-0.828,0.727
-0.822,0.715
-0.838,0.731
-0.835,0.725
-0.840,0.732
-0.837,0.737
-0.837,0.742
-0.840,0.743
-0.842,0.762
-0.814,0.739
-0.838,0.751
-0.852,0.763
-0.854,0.766
-0.849,0.770
-0.856,0.768
-0.837,0.754
-0.854,0.767
-0.853,0.762
-0.853,0.781
-0.840,0.753
-0.856,0.772
-0.846,0.752
-0.871,0.788
-0.866,0.784
-0.856,0.778
-0.844,0.761
-0.854,0.769
-0.853,0.767
-0.850,0.773
-0.856,0.784
-0.848,0.774
-0.841,0.761
-0.868,0.787
-0.853,0.772
-0.862,0.775
-0.860,0.764
-0.870,0.789
-0.848,0.764
-0.855,0.766
-0.834,0.723
-0.837,0.729
-0.853,0.764
-0.829,0.758
-0.796,0.717
-0.828,0.745
-0.789,0.711
-0.812,0.734
-0.821,0.750
-0.798,0.731
-0.791,0.712
-0.829,0.746
-0.783,0.686
-0.791,0.713
-0.792,0.727
-0.780,0.717
-0.751,0.700
-0.800,0.748
-0.728,0.677
-0.738,0.672
-0.760,0.678
-0.764,0.688
-0.756,0.652
-0.785,0.710
-0.738,0.648
-0.756,0.661
-0.744,0.669
-0.745,0.629
-0.746,0.644
-0.785,0.687
-0.762,0.617
-0.759,0.639
-0.782,0.680
-0.760,0.637
-0.781,0.660
-0.781,0.677
-0.752,0.626
-0.778,0.664
-0.763,0.644
-0.782,0.633
-0.800,0.657
-0.811,0.703
-0.783,0.644
-0.803,0.662
-0.775,0.642
-0.747,0.606
-0.778,0.604
-0.785,0.657
-0.781,0.599
-0.802,0.623
-0.799,0.617
-0.783,0.610
-0.800,0.628
-0.799,0.646
-0.798,0.644
-0.804,0.646
-0.771,0.577
-0.741,0.571
-0.798,0.625
-0.792,0.647
-0.813,0.665
-0.800,0.641
-0.795,0.640
-0.779,0.632
-0.810,0.674
-0.807,0.678
-0.825,0.708
-0.807,0.674
-0.829,0.679
-0.811,0.670
-0.839,0.699
-0.827,0.720
-0.838,0.735
-0.829,0.720
-0.827,0.715
-0.791,0.678
-0.816,0.705
-0.820,0.724
-0.839,0.729
-0.821,0.687
-0.855,0.728
-0.809,0.671
-0.829,0.713
-0.816,0.736
-0.826,0.745
-0.794,0.681
-0.810,0.705
-0.799,0.685
-0.813,0.706
-0.825,0.718
-0.826,0.733
-0.798,0.686
-0.819,0.695
-0.800,0.692
-0.781,0.670
-0.792,0.684
-0.814,0.697
-0.771,0.647
-0.824,0.704
-0.792,0.655
-0.796,0.683
-0.783,0.653
-0.797,0.679
-0.767,0.640
-0.779,0.662
-0.765,0.664
-0.804,0.682
-0.801,0.671
-0.838,0.724
-0.814,0.691
-0.817,0.684
-0.790,0.638
-0.809,0.673
-0.800,0.659
-0.820,0.706
-0.812,0.686
-0.799,0.629
-0.773,0.613
-0.817,0.664
-0.804,0.643
-0.792,0.660
-0.831,0.692
-0.781,0.657
-0.752,0.618
-0.788,0.637
-0.798,0.648
-0.797,0.665
-0.824,0.692
-0.817,0.692
-0.786,0.659
-0.811,0.647
-0.805,0.648
-0.784,0.651
-0.795,0.650
-0.795,0.652
-0.776,0.613
-0.799,0.615
-0.793,0.614
-0.785,0.638
-0.781,0.614
-0.783,0.611
-0.764,0.604
-0.773,0.577
